"COUNTY","DENSITY","POP","NAME","STATE","state","county",
"139","48.086327833","22015","Tippah County, Mississippi","28","28","139",
"019","19.63194311","8210","Choctaw County, Mississippi","28","28","019",
"035","160.7087323","74897","Forrest County, Mississippi","28","28","035",
"045","100.49706734","47632","Hancock County, Mississippi","28","28","045",
"057","43.900550469","23390","Itawamba County, Mississippi","28","28","057",
"071","85.514469568","54019","Lafayette County, Mississippi","28","28","071",
"055","3.2127211451","1327","Issaquena County, Mississippi","28","28","055",
"059","198.69615004","143617","Jackson County, Mississippi","28","28","059",
"087","115.9279","58595","Lowndes County, Mississippi","28","28","087",
"083","47.440181907","28183","Leflore County, Mississippi","28","28","083",
"143","21.1842105","9632","Tunica County, Mississippi","28","28","143",
"157","12.726618613","8630","Wilkinson County, Mississippi","28","28","157",
"021","18.440123367","8988","Claiborne County, Mississippi","28","28","021",
"047","362.73502365","208080","Harrison County, Mississippi","28","28","047",
"065","27.244699908","11128","Jefferson Davis County, Mississippi","28","28","065",
"075","105.33991289","74125","Lauderdale County, Mississippi","28","28","075",
"085","58.260962685","34153","Lincoln County, Mississippi","28","28","085",
"123","46.163081769","28124","Scott County, Mississippi","28","28","123",
"127","45.247071086","26658","Simpson County, Mississippi","28","28","127",
"159","29.567667395","17955","Winston County, Mississippi","28","28","159",
"163","32.189892424","29690","Yazoo County, Mississippi","28","28","163",
"007","24.727984045","18174","Attala County, Mississippi","28","28","007",
"011","34.937106621","30628","Bolivar County, Mississippi","28","28","011",
"073","127.53420101","63343","Lamar County, Mississippi","28","28","073",
"081","189.87249178","85436","Lee County, Mississippi","28","28","081",
"113","96.054561794","39288","Pike County, Mississippi","28","28","113",
"135","21.401899377","13809","Tallahatchie County, Mississippi","28","28","135",
"129","25.01462249","15916","Smith County, Mississippi","28","28","129",
"131","41.15965934","18336","Stone County, Mississippi","28","28","131",
"149","77.109021141","45381","Warren County, Mississippi","28","28","149",
"023","22.471815104","15541","Clarke County, Mississippi","28","28","023",
"069","12.714988419","9742","Kemper County, Mississippi","28","28","069",
"097","24.018344857","9775","Montgomery County, Mississippi","28","28","097",
"105","108.21201709","49587","Oktibbeha County, Mississippi","28","28","105",
"133","35.986645721","25110","Sunflower County, Mississippi","28","28","133",
"155","23.006334151","9689","Webster County, Mississippi","28","28","155",
"003","92.372228","36953","Alcorn County, Mississippi","28","28","003",
"001","66.385698464","30693","Adams County, Mississippi","28","28","001",
"025","47.104613236","19316","Clay County, Mississippi","28","28","025",
"033","388.28481855","184945","DeSoto County, Mississippi","28","28","033",
"031","45.034236115","18636","Covington County, Mississippi","28","28","031",
"053","19.268154104","8064","Humphreys County, Mississippi","28","28","053",
"045","3083.2498462","566747","Delaware County, Pennsylvania","42","42","045",
"027","56.789630979","55062","Windsor County, Vermont","50","50","027",
"011","77.906075915","49402","Franklin County, Vermont","50","50","011",
"005","46.212791143","29993","Caledonia County, Vermont","50","50","005",
"025","53.751162248","42222","Windham County, Vermont","50","50","025",
"003","52.548430542","35470","Bennington County, Vermont","50","50","003",
"001","47.991200971","36777","Addison County, Vermont","50","50","001",
"009","9.2872322452","6163","Essex County, Vermont","50","50","009",
"023","85.015103457","58409","Washington County, Vermont","50","50","023",
"027","1.9435561113","13188","Millard County, Utah","49","49","027",
"045","10.409040896","72259","Tooele County, Utah","49","49","045",
"053","73.145411344","177556","Washington County, Utah","49","49","053",
"025","1.9764677901","7886","Kane County, Utah","49","49","025",
"043","22.530456613","42145","Summit County, Utah","49","49","043",
"019","2.6557803164","9754","Grand County, Utah","49","49","019",
"031","1.9500600175","1479","Piute County, Utah","49","49","031",
"033","2.4133815766","2483","Rich County, Utah","49","49","033",
"051","28.963952129","34091","Wasatch County, Utah","49","49","051",
"001","2.5978544162","6710","Beaver County, Utah","49","49","001",
"003","9.754606799","56046","Box Elder County, Utah","49","49","003",
"021","16.63634295","54839","Iron County, Utah","49","49","021",
"039","19.459338557","30939","Sanpete County, Utah","49","49","039",
"041","11.316802821","21620","Sevier County, Utah","49","49","041",
"049","317.47180642","636235","Utah County, Utah","49","49","049",
"057","451.5456437","260213","Weber County, Utah","49","49","057",
"013","6.1625590916","19938","Duchesne County, Utah","49","49","013",
"037","1.9575843226","15308","San Juan County, Utah","49","49","037",
"035","1563.7909353","1160437","Salt Lake County, Utah","49","49","035",
"047","7.9720978547","35734","Uintah County, Utah","49","49","047",
"009","1.3630111895","950","Daggett County, Utah","49","49","009",
"011","1188.6425946","355481","Davis County, Utah","49","49","011",
"055","1.1015759028","2711","Wayne County, Utah","49","49","055",
"007","13.83398268","20463","Carbon County, Utah","49","49","007",
"015","2.2436977594","10012","Emery County, Utah","49","49","015",
"029","19.902535509","12124","Morgan County, Utah","49","49","029",
"005","110.14476045","128289","Cache County, Utah","49","49","005",
"017","0.9760106343","5051","Garfield County, Utah","49","49","017",
"023","3.5430830948","12017","Juab County, Utah","49","49","023",
"093","117.55260414","37109","Isle of Wight County, Virginia","51","51","093",
"095","537.51192904","76523","James City County, Virginia","51","51","095",
"167","56.145042895","26586","Russell County, Virginia","51","51","167",
"620","962.50702174","7967","Franklin city, Virginia","51","51","620",
"173","66.697624633","30104","Smyth County, Virginia","51","51","173",
"540","4613.7166166","47266","Charlottesville city, Virginia","51","51","540",
"678","2979.3064496","7446","Lexington city, Virginia","51","51","678",
"031","109.07035122","54885","Campbell County, Virginia","51","51","031",
"087","1415.7121477","330818","Henrico County, Virginia","51","51","087",
"089","132.22665565","50557","Henry County, Virginia","51","51","089",
"099","149.39775014","26836","King George County, Virginia","51","51","099",
"101","62.600480979","17148","King William County, Virginia","51","51","101",
"103","79.543888345","10603","Lancaster County, Virginia","51","51","103",
"105","53.799294298","23423","Lee County, Virginia","51","51","105",
"109","75.768093728","37591","Louisa County, Virginia","51","51","109",
"115","102.82827026","8834","Mathews County, Virginia","51","51","115",
"119","81.193649014","10582","Middlesex County, Virginia","51","51","119",
"147","65.155746788","22802","Prince Edward County, Virginia","51","51","147",
"149","144.54183668","38353","Prince George County, Virginia","51","51","149",
"159","47.122935316","9023","Richmond County, Virginia","51","51","159",
"165","96.433336892","81948","Rockingham County, Virginia","51","51","165",
"169","40.248041999","21566","Scott County, Virginia","51","51","169",
"177","339.26237221","136215","Spotsylvania County, Virginia","51","51","177",
"181","23.022091656","6422","Surry County, Virginia","51","51","181",
"011","47.606548078","15911","Appomattox County, Virginia","51","51","011",
"043","83.094170867","14619","Clarke County, Virginia","51","51","043",
"067","81.14712084","56042","Franklin County, Virginia","51","51","067",
"097","22.290055024","7025","King and Queen County, Virginia","51","51","097",
"117","48.914969459","30587","Mecklenburg County, Virginia","51","51","117",
"121","254.71501409","98535","Montgomery County, Virginia","51","51","121",
"127","109.93842635","23091","New Kent County, Virginia","51","51","127",
"015","78.13057894","75558","Augusta County, Virginia","51","51","015",
"049","33.384680579","9932","Cumberland County, Virginia","51","51","049",
"051","43.328718768","14318","Dickenson County, Virginia","51","51","051",
"075","84.641503328","23753","Goochland County, Virginia","51","51","075",
"083","41.469634322","33911","Halifax County, Virginia","51","51","083",
"107","801.79464032","413538","Loudoun County, Virginia","51","51","107",
"113","41.358210649","13261","Madison County, Virginia","51","51","113",
"153","1400.8710868","470335","Prince William County, Virginia","51","51","153",
"161","375.92578025","94186","Roanoke County, Virginia","51","51","161",
"175","29.424441602","17631","Southampton County, Virginia","51","51","175",
"091","5.2750379552","2190","Highland County, Virginia","51","51","091",
"025","28.664847282","16231","Brunswick County, Virginia","51","51","025",
"033","58.234332607","30725","Caroline County, Virginia","51","51","033",
"073","171.47072076","37348","Gloucester County, Virginia","51","51","073",
"131","55.309166175","11710","Northampton County, Virginia","51","51","131",
"141","36.45892739","17608","Patrick County, Virginia","51","51","141",
"145","113.95633117","29652","Powhatan County, Virginia","51","51","145",
"163","37.839714209","22573","Rockbridge County, Virginia","51","51","163",
"171","85.846098474","43616","Shenandoah County, Virginia","51","51","171",
"061","109.90946311","71222","Fauquier County, Virginia","51","51","061",
"127","70.784131107","51361","Wayne County, Pennsylvania","42","42","127",
"043","530.20538373","278299","Dauphin County, Pennsylvania","42","42","043",
"055","200.73439178","155027","Franklin County, Pennsylvania","42","42","055",
"119","142.18097912","44923","Union County, Pennsylvania","42","42","119",
"009","47.306013177","47888","Bedford County, Pennsylvania","42","42","009",
"089","279.9324603","170271","Monroe County, Pennsylvania","42","42","089",
"061","51.613688264","45144","Huntingdon County, Pennsylvania","42","42","061",
"125","241.38631598","206865","Washington County, Pennsylvania","42","42","125",
"101","11796.782748","1584064","Philadelphia County, Pennsylvania","42","42","101",
"133","496.54394588","449058","York County, Pennsylvania","42","42","133",
"063","101.6217853","84073","Indiana County, Pennsylvania","42","42","063",
"041","464.49105414","253370","Cumberland County, Pennsylvania","42","42","041",
"003","1665.5479101","1216045","Allegheny County, Pennsylvania","42","42","003",
"129","339.3825051","348899","Westmoreland County, Pennsylvania","42","42","129",
"053","16.961175813","7247","Forest County, Pennsylvania","42","42","053",
"013","231.70158614","121829","Blair County, Pennsylvania","42","42","013",
"073","239.37776967","85512","Lawrence County, Pennsylvania","42","42","073",
"015","52.573032394","60323","Bradford County, Pennsylvania","42","42","015",
"021","189.13291868","130192","Cambria County, Pennsylvania","42","42","021",
"029","699.4921241","524989","Chester County, Pennsylvania","42","42","029",
"011","491.78051037","421164","Berks County, Pennsylvania","42","42","011",
"111","68.363626408","73447","Somerset County, Pennsylvania","42","42","111",
"087","112.24554929","46138","Mifflin County, Pennsylvania","42","42","087",
"129","7.96985334","3617","Mercer County, Missouri","29","29","129",
"123","24.450448455","12088","Madison County, Missouri","29","29","123",
"229","26.825578604","18289","Wright County, Missouri","29","29","229",
"047","628.53851175","249948","Clay County, Missouri","29","29","047",
"217","24.882881679","20563","Vernon County, Missouri","29","29","217",
"065","20.687849425","15573","Dent County, Missouri","29","29","065",
"195","30.127358442","22761","Saline County, Missouri","29","29","195",
"147","25.19145179","22092","Nodaway County, Missouri","29","29","147",
"227","7.5498265512","2013","Worth County, Missouri","29","29","227",
"041","9.8858060775","7426","Chariton County, Missouri","29","29","041",
"079","22.628482873","9850","Grundy County, Missouri","29","29","079",
"141","34.514395664","20627","Morgan County, Missouri","29","29","141",
"223","16.9563298","12873","Wayne County, Missouri","29","29","223",
"179","7.755320204","6270","Reynolds County, Missouri","29","29","179",
"189","1959.2565868","994205","St. Louis County, Missouri","29","29","189",
"201","91.144708953","38280","Scott County, Missouri","29","29","201",
"209","68.879713742","31952","Stone County, Missouri","29","29","209",
"009","45.996873574","35789","Barry County, Missouri","29","29","009",
"011","19.853718018","11754","Barton County, Missouri","29","29","011",
"019","263.23792216","180463","Boone County, Missouri","29","29","019",
"039","30.242182817","14349","Cedar County, Missouri","29","29","039",
"051","196.00416998","76745","Cole County, Missouri","29","29","051",
"055","32.216496676","23920","Crawford County, Missouri","29","29","055",
"073","28.334995611","14706","Gasconade County, Missouri","29","29","073",
"093","18.400244116","10125","Iron County, Missouri","29","29","093",
"117","28.60590525","15227","Livingston County, Missouri","29","29","117",
"121","18.867769507","15117","Macon County, Missouri","29","29","121",
"135","38.869666034","16132","Moniteau County, Missouri","29","29","135",
"149","13.331281979","10529","Oregon County, Missouri","29","29","149",
"155","32.083799368","15805","Pemiscot County, Missouri","29","29","155",
"159","62.060204177","42339","Pettis County, Missouri","29","29","159",
"186","35.848721732","17894","Ste. Genevieve County, Missouri","29","29","186",
"203","8.1349161498","8166","Shannon County, Missouri","29","29","203",
"175","51.268681755","24748","Randolph County, Missouri","29","29","175",
"067","16.205291803","13185","Douglas County, Missouri","29","29","067",
"069","53.83678693","29131","Dunklin County, Missouri","29","29","069",
"071","112.68290408","103967","Franklin County, Missouri","29","29","071",
"083","31.313821239","21824","Henry County, Missouri","29","29","083",
"089","21.563161223","10001","Howard County, Missouri","29","29","089",
"095","1162.931543","703011","Jackson County, Missouri","29","29","095",
"109","62.698438166","38355","Lawrence County, Missouri","29","29","109",
"131","43.231385744","25619","Miller County, Missouri","29","29","131",
"169","96.154009665","52607","Pulaski County, Missouri","29","29","169",
"171","9.0776127673","4696","Putnam County, Missouri","29","29","171",
"213","88.441821947","55928","Taney County, Missouri","29","29","213",
"215","21.573721249","25398","Texas County, Missouri","29","29","215",
"021","213.99931143","87364","Buchanan County, Missouri","29","29","021",
"025","21.154235866","9020","Caldwell County, Missouri","29","29","025",
"027","53.612240095","44743","Callaway County, Missouri","29","29","027",
"037","151.84868186","105780","Cass County, Missouri","29","29","037",
"049","48.661263911","20387","Clinton County, Missouri","29","29","049",
"053","31.357063255","17709","Cooper County, Missouri","29","29","053",
"059","31.200586164","16878","Dallas County, Missouri","29","29","059",
"075","13.371403179","6571","Gentry County, Missouri","29","29","075",
"085","23.931304507","9544","Hickory County, Missouri","29","29","085",
"113","94.184155997","59013","Lincoln County, Missouri","29","29","113",
"133","32.022690754","13180","Mississippi County, Missouri","29","29","133",
"137","13.346540623","8644","Monroe County, Missouri","29","29","137",
"145","93.214223988","58236","Newton County, Missouri","29","29","145",
"153","12.314564686","9174","Ozark County, Missouri","29","29","153",
"163","27.298538048","18302","Pike County, Missouri","29","29","163",
"183","717.24099366","402022","St. Charles County, Missouri","29","29","183",
"017","19.635728617","12133","Bollinger County, Missouri","29","29","017",
"259","14.432745408","6621","Stewart County, Georgia","13","13","259",
"215","904.33168193","195769","Muscogee County, Georgia","13","13","215",
"235","44.680007989","11137","Pulaski County, Georgia","13","13","235",
"241","46.298679791","17137","Rabun County, Georgia","13","13","241",
"281","72.309950917","12037","Towns County, Georgia","13","13","281",
"283","34.603078806","6901","Treutlen County, Georgia","13","13","283",
"287","27.976777812","7985","Turner County, Georgia","13","13","287",
"155","26.571642734","9416","Irwin County, Georgia","13","13","155",
"003","23.82421753","8165","Atkinson County, Georgia","13","13","003",
"001","36.173410386","18386","Appling County, Georgia","13","13","001",
"005","39.29810477","11164","Bacon County, Georgia","13","13","005",
"025","43.113474666","19109","Brantley County, Georgia","13","13","025",
"017","66.76745971","16700","Ben Hill County, Georgia","13","13","017",
"033","27.064154321","22383","Burke County, Georgia","13","13","033",
"047","416.74254951","67580","Catoosa County, Georgia","13","13","047",
"053","43.849500395","10907","Chattahoochee County, Georgia","13","13","053",
"055","79.11550459","24789","Chattooga County, Georgia","13","13","055",
"073","540.25162678","156714","Columbia County, Georgia","13","13","073",
"087","44.215082308","26404","Decatur County, Georgia","13","13","087",
"115","193.20052674","98498","Floyd County, Georgia","13","13","115",
"117","1087.7329881","244252","Forsyth County, Georgia","13","13","117",
"137","163.74088544","45328","Habersham County, Georgia","13","13","137",
"147","112.74742334","26205","Hart County, Georgia","13","13","147",
"185","236.15375655","117406","Lowndes County, Georgia","13","13","185",
"191","33.332243495","14378","McIntosh County, Georgia","13","13","191",
"199","42.230671796","21167","Meriwether County, Georgia","13","13","199",
"207","69.625311737","27578","Monroe County, Georgia","13","13","207",
"237","64.172226769","22119","Putnam County, Georgia","13","13","237",
"261","61.141832579","29524","Sumter County, Georgia","13","13","261",
"265","7.8979492606","1537","Taliaferro County, Georgia","13","13","265",
"301","18.476713947","5254","Warren County, Georgia","13","13","301",
"007","8.8841493582","3038","Baker County, Georgia","13","13","007",
"029","90.566155149","39627","Bryan County, Georgia","13","13","029",
"035","135.75048129","24936","Butts County, Georgia","13","13","035",
"043","44.445931938","10803","Candler County, Georgia","13","13","043",
"039","86.727841636","54666","Camden County, Georgia","13","13","039",
"045","240.45156181","119992","Carroll County, Georgia","13","13","045",
"079","38.176318159","12404","Crawford County, Georgia","13","13","079",
"099","19.879066674","10190","Early County, Georgia","13","13","099",
"081","82.04501741","22372","Crisp County, Georgia","13","13","081",
"069","73.065025763","43273","Coffee County, Georgia","13","13","069",
"077","336.80589489","148509","Coweta County, Georgia","13","13","077",
"067","2237.0896015","760141","Cobb County, Georgia","13","13","067",
"123","73.599328187","31369","Gilmer County, Georgia","13","13","123",
"083","92.631502469","16116","Dade County, Georgia","13","13","083",
"297","289.43893691","94593","Walton County, Georgia","13","13","297",
"317","20.824246163","9777","Wilkes County, Georgia","13","13","317",
"027","31.341228373","15457","Brooks County, Georgia","13","13","027",
"091","41.545982312","20605","Dodge County, Georgia","13","13","091",
"129","162.61519552","57963","Gordon County, Georgia","13","13","129",
"105","54.668554458","19194","Elbert County, Georgia","13","13","105",
"057","614.54094882","258773","Cherokee County, Georgia","13","13","057",
"113","588.65191144","114421","Fayette County, Georgia","13","13","113",
"165","24.979491545","8676","Jenkins County, Georgia","13","13","165",
"177","84.275042377","29992","Lee County, Georgia","13","13","177",
"217","408.12156823","111744","Newton County, Georgia","13","13","217",
"227","140.44249934","32591","Pickens County, Georgia","13","13","227",
"133","47.26782481","18324","Greene County, Georgia","13","13","133",
"071","83.358192876","45600","Colquitt County, Georgia","13","13","071",
"075","75.606139957","17270","Cook County, Georgia","13","13","075",
"085","123.83548313","26108","Dawson County, Georgia","13","13","085",
"063","2062.8050676","292256","Clayton County, Georgia","13","13","063",
"121","2019.9144194","1063937","Fulton County, Georgia","13","13","121",
"139","520.20744436","204441","Hall County, Georgia","13","13","139",
"001","50.022473825","201513","Hawaii County, Hawaii","15","15","001",
"003","1622.7267286","974563","Honolulu County, Hawaii","15","15","003",
"009","144.13488696","167417","Maui County, Hawaii","15","15","009",
"007","116.62341805","72293","Kauai County, Hawaii","15","15","007",
"005","7.1718016358","86","Kalawao County, Hawaii","15","15","005",
"071","3.779136259","4531","Oneida County, Idaho","16","16","071",
"031","9.3661953988","24030","Cassia County, Idaho","16","16","031",
"045","32.356177425","18112","Gem County, Idaho","16","16","045",
"063","4.4665908139","5366","Lincoln County, Idaho","16","16","063",
"085","3.1082233059","11392","Valley County, Idaho","16","16","085",
"003","3.1508540036","4294","Adams County, Idaho","16","16","003",
"041","20.928511828","13876","Franklin County, Idaho","16","16","041",
"069","47.632942636","40408","Nez Perce County, Idaho","16","16","069",
"053","40.858854222","24412","Jerome County, Idaho","16","16","053",
"055","133.8663393","165697","Kootenai County, Idaho","16","16","055",
"061","8.0155129595","3838","Lewis County, Idaho","16","16","061",
"067","27.792751447","21039","Minidoka County, Idaho","16","16","067",
"083","45.208745419","86878","Twin Falls County, Idaho","16","16","083",
"073","1.5418208549","11823","Owyhee County, Idaho","16","16","073",
"013","8.7275555573","23021","Blaine County, Idaho","16","16","013",
"015","4.1225429927","7831","Boise County, Idaho","16","16","015",
"021","9.65177045","12245","Boundary County, Idaho","16","16","021",
"023","1.1611962075","2597","Butte County, Idaho","16","16","023",
"029","4.0556768849","7155","Caribou County, Idaho","16","16","029",
"047","20.812506505","15179","Gooding County, Idaho","16","16","047",
"001","457.77677936","481587","Ada County, Idaho","16","16","001",
"005","78.929151368","87808","Bannock County, Idaho","16","16","005",
"007","6.2773658062","6125","Bear Lake County, Idaho","16","16","007",
"011","22.357037187","46811","Bingham County, Idaho","16","16","011",
"019","63.806604204","119062","Bonneville County, Idaho","16","16","019",
"025","1.029570572","1106","Camas County, Idaho","16","16","025",
"027","391.53410967","229849","Canyon County, Idaho","16","16","027",
"035","3.5632406956","8756","Clearwater County, Idaho","16","16","035",
"051","27.312384314","29871","Jefferson County, Idaho","16","16","051",
"057","37.27969564","40108","Latah County, Idaho","16","16","057",
"059","1.7588825118","8027","Lemhi County, Idaho","16","16","059",
"075","58.863243267","23951","Payette County, Idaho","16","16","075",
"009","11.96759507","9298","Benewah County, Idaho","16","16","009",
"017","26.389392882","45739","Bonner County, Idaho","16","16","017",
"033","0.4792572274","845","Clark County, Idaho","16","16","033",
"037","0.8766446642","4315","Custer County, Idaho","16","16","037",
"039","8.9464372041","27511","Elmore County, Idaho","16","16","039",
"043","7.0275126439","13099","Fremont County, Idaho","16","16","043",
"065","85.041109855","39907","Madison County, Idaho","16","16","065",
"079","4.8843098868","12882","Shoshone County, Idaho","16","16","079",
"049","1.9660280113","16667","Idaho County, Idaho","16","16","049",
"081","27.036844278","12142","Teton County, Idaho","16","16","081",
"077","5.4714759693","7681","Power County, Idaho","16","16","077",
"087","7.0165419169","10194","Washington County, Idaho","16","16","087",
"067","22.309337817","17708","Hancock County, Illinois","17","17","067",
"119","367.52447012","262966","Madison County, Illinois","17","17","119",
"063","122.10203892","51054","Grundy County, Illinois","17","17","063",
"091","162.39877206","109862","Kankakee County, Illinois","17","17","091",
"131","27.505176669","15437","Mercer County, Illinois","17","17","131",
"043","2815.8528427","922921","DuPage County, Illinois","17","17","043",
"167","224.20718355","194672","Sangamon County, Illinois","17","17","167",
"003","24.473855357","5761","Alexander County, Illinois","17","17","003",
"129","38.792438458","12196","Menard County, Illinois","17","17","129",
"157","55.237769219","31782","Randolph County, Illinois","17","17","157",
"099","95.729465059","108669","LaSalle County, Illinois","17","17","099",
"031","5450.3843595","5150233","Cook County, Illinois","17","17","031",
"141","66.753786025","50643","Ogle County, Illinois","17","17","141",
"115","179.14804066","104009","Macon County, Illinois","17","17","115",
"137","59.157679676","33658","Morgan County, Illinois","17","17","137",
"177","78.862673903","44498","Stephenson County, Illinois","17","17","177",
"191","22.715501847","16215","Wayne County, Illinois","17","17","191",
"193","27.348431398","13537","White County, Illinois","17","17","193",
"203","72.875882999","38459","Woodford County, Illinois","17","17","203",
"055","94.074307236","38469","Franklin County, Illinois","17","17","055",
"071","17.545059174","6646","Henderson County, Illinois","17","17","071",
"109","50.366264505","29682","McDonough County, Illinois","17","17","109",
"111","510.07020571","307774","McHenry County, Illinois","17","17","111",
"113","144.95426442","171517","McLean County, Illinois","17","17","113",
"139","43.162778934","14501","Moultrie County, Illinois","17","17","139",
"145","47.338086834","20916","Perry County, Illinois","17","17","145",
"149","18.71771172","15561","Pike County, Illinois","17","17","149",
"151","11.3242727","4177","Pope County, Illinois","17","17","151",
"161","331.91723838","141879","Rock Island County, Illinois","17","17","161",
"163","394.83773394","259686","St. Clair County, Illinois","17","17","163",
"173","28.521693745","21634","Shelby County, Illinois","17","17","173",
"185","51.584466676","11520","Wabash County, Illinois","17","17","185",
"019","210.50729637","209689","Champaign County, Illinois","17","17","019",
"013","18.669812165","4739","Calhoun County, Illinois","17","17","013",
"035","31.120672586","10766","Cumberland County, Illinois","17","17","035",
"053","26.690862654","12961","Ford County, Illinois","17","17","053",
"085","35.337261018","21235","Jo Daviess County, Illinois","17","17","085",
"089","1025.1137169","532403","Kane County, Illinois","17","17","089",
"093","402.79407915","128990","Kendall County, Illinois","17","17","093",
"101","42.12493578","15678","Lawrence County, Illinois","17","17","101",
"009","21.515944816","6578","Brown County, Illinois","17","17","009",
"121","64.982627613","37205","Marion County, Illinois","17","17","121",
"123","29.569778959","11438","Marshall County, Illinois","17","17","123",
"125","24.768617548","13359","Mason County, Illinois","17","17","125",
"075","24.265366799","27114","Iroquois County, Illinois","17","17","075",
"021","45.531319283","32304","Christian County, Illinois","17","17","021",
"025","28.154649273","13184","Clay County, Illinois","17","17","025",
"059","14.947822627","4828","Gallatin County, Illinois","17","17","059",
"077","97.246239961","56750","Jackson County, Illinois","17","17","077",
"133","89.890218553","34637","Monroe County, Illinois","17","17","133",
"143","289.59864737","179179","Peoria County, Illinois","17","17","143",
"181","40.281928891","16653","Union County, Illinois","17","17","181",
"201","550.65493316","282572","Winnebago County, Illinois","17","17","201",
"147","37.214117327","16344","Piatt County, Illinois","17","17","147",
"153","26.766584671","5335","Pulaski County, Illinois","17","17","153",
"169","15.476773913","6768","Schuyler County, Illinois","17","17","169",
"175","18.542654276","5342","Stark County, Illinois","17","17","175",
"045","27.531445419","17161","Edgar County, Illinois","17","17","045",
"005","43.187795669","16426","Bond County, Illinois","17","17","005",
"007","190.70683907","53544","Boone County, Illinois","17","17","007",
"011","37.542669859","32628","Bureau County, Illinois","17","17","011",
"015","32.11673175","14305","Carroll County, Illinois","17","17","015",
"029","99.592136412","50621","Coles County, Illinois","17","17","029",
"033","42.076580411","18667","Crawford County, Illinois","17","17","033",
"051","29.780643438","21336","Fayette County, Illinois","17","17","051",
"083","58.900059082","21773","Jersey County, Illinois","17","17","083",
"155","35.847017731","5739","Putnam County, Illinois","17","17","155",
"039","39.334840021","15638","De Witt County, Illinois","17","17","039",
"103","47.042800536","34096","Lee County, Illinois","17","17","103",
"107","46.303240843","28618","Logan County, Illinois","17","17","107",
"117","52.059522393","44926","Macoupin County, Illinois","17","17","117",
"159","43.087580814","15513","Richland County, Illinois","17","17","159",
"165","61.820001107","23491","Saline County, Illinois","17","17","165",
"189","24.684183229","13887","Washington County, Illinois","17","17","189",
"135","40.37463679","28414","Montgomery County, Illinois","17","17","135",
"195","80.653498449","55175","Whiteside County, Illinois","17","17","195",
"001","76.519560184","65435","Adams County, Illinois","17","17","001",
"027","79.254531794","37562","Clinton County, Illinois","17","17","027",
"037","166.15067683","104897","DeKalb County, Illinois","17","17","037",
"047","28.754539444","6395","Edwards County, Illinois","17","17","047",
"079","19.429302478","9610","Jasper County, Illinois","17","17","079",
"081","65.972900584","37684","Jefferson County, Illinois","17","17","081",
"183","84.333088722","75758","Vermilion County, Illinois","17","17","183",
"197","826.37524942","690743","Will County, Illinois","17","17","197",
"199","158.48353042","66597","Williamson County, Illinois","17","17","199",
"023","30.797315124","15441","Clark County, Illinois","17","17","023",
"041","46.718229094","19465","Douglas County, Illinois","17","17","041",
"049","71.032076133","34008","Effingham County, Illinois","17","17","049",
"057","39.667635105","34340","Fulton County, Illinois","17","17","057",
"061","23.882255596","12969","Greene County, Illinois","17","17","061",
"065","18.67260633","8116","Hamilton County, Illinois","17","17","065",
"069","21.540244686","3821","Hardin County, Illinois","17","17","069",
"073","59.428708102","48913","Henry County, Illinois","17","17","073",
"087","36.123786904","12417","Johnson County, Illinois","17","17","087",
"095","69.374739081","49699","Knox County, Illinois","17","17","095",
"097","1569.1260633","696535","Lake County, Illinois","17","17","097",
"105","34.157766537","35648","Livingston County, Illinois","17","17","105",
"127","58.050474498","13772","Massac County, Illinois","17","17","127",
"171","19.741648421","4951","Scott County, Illinois","17","17","171",
"179","203.88278094","131803","Tazewell County, Illinois","17","17","179",
"017","32.327006058","12147","Cass County, Illinois","17","17","017",
"187","31.05548238","16844","Warren County, Illinois","17","17","187",
"061","83.619607076","40515","Harrison County, Indiana","18","18","061",
"069","95.439909021","36520","Huntington County, Indiana","18","18","069",
"091","183.67620597","109888","LaPorte County, Indiana","18","18","091",
"169","75.134923424","30996","Wabash County, Indiana","18","18","169",
"181","47.713490117","24102","White County, Indiana","18","18","181",
"073","59.966439611","33562","Jasper County, Indiana","18","18","073",
"075","53.231877818","20436","Jay County, Indiana","18","18","075",
"101","30.542602409","10255","Martin County, Indiana","18","18","101",
"127","407.5470632","170389","Porter County, Indiana","18","18","127",
"145","108.79302183","44729","Shelby County, Indiana","18","18","145",
"137","63.446502807","28324","Ripley County, Indiana","18","18","137",
"147","51.105463359","20277","Spencer County, Indiana","18","18","147",
"153","46.221558379","20669","Sullivan County, Indiana","18","18","153",
"159","58.140600531","15148","Tipton County, Indiana","18","18","159",
"157","392.32152734","195732","Tippecanoe County, Indiana","18","18","157",
"167","265.2407105","107038","Vigo County, Indiana","18","18","167",
"173","163.71008447","62998","Warrick County, Indiana","18","18","173",
"057","857.14024676","338011","Hamilton County, Indiana","18","18","057",
"033","119.82111161","43475","DeKalb County, Indiana","18","18","033",
"087","104.34906183","39614","LaGrange County, Indiana","18","18","087",
"005","205.8677649","83779","Bartholomew County, Indiana","18","18","005",
"139","40.627391464","16581","Rush County, Indiana","18","18","139",
"011","160.41872841","67843","Boone County, Indiana","18","18","011",
"049","54.219276739","19974","Fulton County, Indiana","18","18","049",
"089","973.34320163","485493","Lake County, Indiana","18","18","089",
"107","75.969901722","38338","Montgomery County, Indiana","18","18","107",
"113","116.20954268","47744","Noble County, Indiana","18","18","113",
"001","105.55976829","35777","Adams County, Indiana","18","18","001",
